你们没车吗？	Nǐmen méi chē ma?	You don't have a car?			"Negation of ""you"" with ""mei"""	没 + 有 (+ Obj.)	https://resources.allsetlearning.com/chinese/grammar/ASGPNV3Q
老板现在没时间。	Lǎobǎn xiànzài méi shíjiān.	The boss doesn't have time right now.			"Negation of ""you"" with ""mei"""	没 + 有 (+ Obj.)	https://resources.allsetlearning.com/chinese/grammar/ASGPNV3Q
我没工作，我老公也没工作。	Wǒ méi gōngzuò, wǒ lǎogōng yě méi gōngzuò.	I don't have a job. My husband doesn't have a job either.			"Negation of ""you"" with ""mei"""	没 + 有 (+ Obj.)	https://resources.allsetlearning.com/chinese/grammar/ASGPNV3Q
你们都认识John吗？	Nǐmen dōu rènshi John ma?	Do you all know John?			"The ""all"" adverb ""dou"""	Subj. + 都 + [Verb Phrase]	https://resources.allsetlearning.com/chinese/grammar/ASG9YK09
他们都在上海。	Tāmen dōu zài Shànghǎi.	They are all in Shanghai.			"The ""all"" adverb ""dou"""	Subj. + 都 + [Verb Phrase]	https://resources.allsetlearning.com/chinese/grammar/ASG9YK09
明天我们都可以去。	Míngtiān wǒmen dōu kěyǐ qù.	Tomorrow we all can go.			"The ""all"" adverb ""dou"""	Subj. + 都 + [Verb Phrase]	https://resources.allsetlearning.com/chinese/grammar/ASG9YK09
你们都用wiki吗？	Nǐmen dōu yòng wiki ma?	Do you all use the wiki?			"The ""all"" adverb ""dou"""	Subj. + 都 + [Verb Phrase]	https://resources.allsetlearning.com/chinese/grammar/ASG9YK09
我们都要冰水。	Wǒmen dōu yào bīngshuǐ .	We all want ice water.			"The ""all"" adverb ""dou"""	Subj. + 都 + [Verb Phrase]	https://resources.allsetlearning.com/chinese/grammar/ASG9YK09
我们两个都爱你。	Wǒmen liǎng gè dōu ài nǐ.	The two of us both love you.			"The ""all"" adverb ""dou"""	Subj. + 都 + [Verb Phrase]	https://resources.allsetlearning.com/chinese/grammar/ASG9YK09
你爸爸和你妈妈都是美国人吗？	Nǐ bàba hé nǐ māma dōu shì Měiguó rén ma?	Are your father and your mother both Americans?			"The ""all"" adverb ""dou"""	Subj. + 都 + [Verb Phrase]	https://resources.allsetlearning.com/chinese/grammar/ASG9YK09
我和我太太都不吃肉。	Wǒ hé wǒ tàitai dōu bù chī ròu.	Neither my wife nor I eat meat.			"The ""all"" adverb ""dou"""	Subj. + 都 + [Verb Phrase]	https://resources.allsetlearning.com/chinese/grammar/ASG9YK09
你们两个都喜欢中国菜吗？	Nǐmen liǎng gè dōu xǐhuan Zhōngguó cài ma?	Do you both like Chinese food?			"The ""all"" adverb ""dou"""	Subj. + 都 + [Verb Phrase]	https://resources.allsetlearning.com/chinese/grammar/ASG9YK09
她和她老公都没有工作。	Tā hé tā lǎogōng dōu  méiyǒu gōngzuò.	Neither she nor her husband has a job.			"The ""all"" adverb ""dou"""	Subj. + 都 + [Verb Phrase]	https://resources.allsetlearning.com/chinese/grammar/ASG9YK09
我也喜欢。	Wǒ yě xǐhuan.	I also like it.			"The ""also"" adverb ""ye"""	Subj. + 也 + Verb / [Verb Phrase]	https://resources.allsetlearning.com/chinese/grammar/ASGG25MD
我也是学生。	Wǒ yě shì xuésheng.	I am a student too.			"The ""also"" adverb ""ye"""	Subj. + 也 + Verb / [Verb Phrase]	https://resources.allsetlearning.com/chinese/grammar/ASGG25MD
她也有一个儿子。	Tā yě yǒu yī gè érzi.	She also has a son.			"The ""also"" adverb ""ye"""	Subj. + 也 + Verb / [Verb Phrase]	https://resources.allsetlearning.com/chinese/grammar/ASGG25MD
他们也是法国人吗？	Tāmen yě shì Fǎguó rén ma?	Are they also French?			"The ""also"" adverb ""ye"""	Subj. + 也 + Verb / [Verb Phrase]	https://resources.allsetlearning.com/chinese/grammar/ASGG25MD
我也想学中文。	Wǒ yě xiǎng xué Zhōngwén.	I also want to study Chinese.			"The ""also"" adverb ""ye"""	Subj. + 也 + Verb / [Verb Phrase]	https://resources.allsetlearning.com/chinese/grammar/ASGG25MD
他们也会去吗？	Tāmen yě huì qù ma?	Are they also going?			"The ""also"" adverb ""ye"""	Subj. + 也 + Verb / [Verb Phrase]	https://resources.allsetlearning.com/chinese/grammar/ASGG25MD
我妈妈也喜欢吃饺子。	Wǒ māma yě xǐhuan chī jiǎozi.	My mother likes to eat boiled dumplings too.			"The ""also"" adverb ""ye"""	Subj. + 也 + Verb / [Verb Phrase]	https://resources.allsetlearning.com/chinese/grammar/ASGG25MD
孩子也可以喝酒吗？	Háizi yě  kěyǐ hējiǔ ma?	Can kids drink alcohol too?			"The ""also"" adverb ""ye"""	Subj. + 也 + Verb / [Verb Phrase]	https://resources.allsetlearning.com/chinese/grammar/ASGG25MD
你也想来我家吗？	Nǐ yě  xiǎng lái wǒ jiā ma?	Do you want to come to my house too?			"The ""also"" adverb ""ye"""	Subj. + 也 + Verb / [Verb Phrase]	https://resources.allsetlearning.com/chinese/grammar/ASGG25MD
她也觉得这个老师不好。	Tā yě juéde zhège lǎoshī bù hǎo.	She also thinks this teacher isn't good.			"The ""also"" adverb ""ye"""	Subj. + 也 + Verb / [Verb Phrase]	https://resources.allsetlearning.com/chinese/grammar/ASGG25MD
我喜欢也。	Wǒ xǐhuan yě.	I like it too.		invalid	"The ""also"" adverb ""ye"""	Subj. + 也 + Verb / [Verb Phrase]	https://resources.allsetlearning.com/chinese/grammar/ASGG25MD
我也不喜欢。	Wǒ yě bù xǐhuan.	I don't like it either.			"The ""also"" adverb ""ye"""	Subj. + 也 + Verb / [Verb Phrase]	https://resources.allsetlearning.com/chinese/grammar/ASGG25MD
我也不知道。	Wǒ yě bù zhīdào.	I don't know either.			"The ""also"" adverb ""ye"""	Subj. + 也 + Verb / [Verb Phrase]	https://resources.allsetlearning.com/chinese/grammar/ASGG25MD
他也没有。	Tā yě méiyǒu.	He doesn't have it either.			"The ""also"" adverb ""ye"""	Subj. + 也 + Verb / [Verb Phrase]	https://resources.allsetlearning.com/chinese/grammar/ASGG25MD
你也不想来我家吗？	Nǐ yě bù xiǎng lái wǒ jiā ma?	You don't want to come to my house either?			"The ""also"" adverb ""ye"""	Subj. + 也 + Verb / [Verb Phrase]	https://resources.allsetlearning.com/chinese/grammar/ASGG25MD
你也很高。	Nǐ yě hěn gāo.	You are also tall.			"The ""also"" adverb ""ye"""	Subj. + 也 (+ Adv.) + Adj.	https://resources.allsetlearning.com/chinese/grammar/ASGG25MD
他也很胖。	Tā yě hěn  pàng.	He is also fat.			"The ""also"" adverb ""ye"""	Subj. + 也 (+ Adv.) + Adj.	https://resources.allsetlearning.com/chinese/grammar/ASGG25MD
我爸爸也很帅。	Wǒ bàba yě hěn  shuài.	My dad is also handsome.			"The ""also"" adverb ""ye"""	Subj. + 也 (+ Adv.) + Adj.	https://resources.allsetlearning.com/chinese/grammar/ASGG25MD
湖南菜也很辣。	Húnán cài yě hěn là.	Hunan food is very spicy too.			"The ""also"" adverb ""ye"""	Subj. + 也 (+ Adv.) + Adj.	https://resources.allsetlearning.com/chinese/grammar/ASGG25MD
这种酒也很好喝。	Zhè zhǒng jiǔ yě hěn hǎohē.	This kind of alcohol is also good.			"The ""also"" adverb ""ye"""	Subj. + 也 (+ Adv.) + Adj.	https://resources.allsetlearning.com/chinese/grammar/ASGG25MD
这个地方也很漂亮。	Zhège dìfang yě hěn piàoliang.	This place is also pretty.			"The ""also"" adverb ""ye"""	Subj. + 也 (+ Adv.) + Adj.	https://resources.allsetlearning.com/chinese/grammar/ASGG25MD
昨天很冷，今天也很冷。	Zuótiān hěn lěng, jīntiān yě hěn lěng.	Yesterday was cold, and today is also cold.			"The ""also"" adverb ""ye"""	Subj. + 也 (+ Adv.) + Adj.	https://resources.allsetlearning.com/chinese/grammar/ASGG25MD
他生气了？我也很生气！	Tā shēngqì le?  Wǒ yě hěn shēngqì!	He got angry? I'm also angry!			"The ""also"" adverb ""ye"""	Subj. + 也 (+ Adv.) + Adj.	https://resources.allsetlearning.com/chinese/grammar/ASGG25MD
这个问题也很麻烦。	Zhège wèntí yě hěn máfan.	This problem is also very troublesome.			"The ""also"" adverb ""ye"""	Subj. + 也 (+ Adv.) + Adj.	https://resources.allsetlearning.com/chinese/grammar/ASGG25MD
我觉得这个餐厅也很好。	Wǒ juéde zhège cāntīng yě hěn hǎo.	I think that this restaurant is also good.			"The ""also"" adverb ""ye"""	Subj. + 也 (+ Adv.) + Adj.	https://resources.allsetlearning.com/chinese/grammar/ASGG25MD
我也是。	Wǒ yě shì.	I am too. / Me too.	The 是 fills in for whatever was just said.	valid	"The ""also"" adverb ""ye"""	Subj. + 也 (+ Adv.) + Adj.	https://resources.allsetlearning.com/chinese/grammar/ASGG25MD
我也。	Wǒ yě.		Always put something after 也! It never ends a sentence.	invalid	"The ""also"" adverb ""ye"""	Subj. + 也 (+ Adv.) + Adj.	https://resources.allsetlearning.com/chinese/grammar/ASGG25MD
A:我是美国人。&lt;br /&gt;B:我也是。	Wǒ shì Měiguó rén.&lt;br /&gt;Wǒ yě shì.	I am an American.&lt;br /&gt;Me too. / I am too.			"The ""also"" adverb ""ye"""	Subj. + 也 (+ Adv.) + Adj.	https://resources.allsetlearning.com/chinese/grammar/ASGG25MD
A:我喜欢看书。&lt;br /&gt;B:我也喜欢。	Wǒ xǐhuan kàn shū.&lt;br /&gt;Wǒ yě xǐhuan.	I like to read.&lt;br /&gt;Me too. / So do I.			"The ""also"" adverb ""ye"""	Subj. + 也 (+ Adv.) + Adj.	https://resources.allsetlearning.com/chinese/grammar/ASGG25MD
你和我	nǐ hé wǒ	you and I			"Expressing ""and"" with ""he"""	Noun 1 + 和 + Noun 2	https://resources.allsetlearning.com/chinese/grammar/ASGP0KFF
老板喜欢咖啡和茶。	Lǎobǎn xǐhuan kāfēi hé chá.	The boss likes coffee and tea.			"Expressing ""and"" with ""he"""	Noun 1 + 和 + Noun 2	https://resources.allsetlearning.com/chinese/grammar/ASGP0KFF
我的爷爷和奶奶都70岁。	Wǒ de yéye hé  nǎinai dōu qīshí suì.	My grandpa and grandma are both 70 years old.			"Expressing ""and"" with ""he"""	Noun 1 + 和 + Noun 2	https://resources.allsetlearning.com/chinese/grammar/ASGP0KFF
他和他女朋友都喜欢中国菜。	Tā  hé tā nǚpéngyou dōu xǐhuan Zhōngguó cài.	He and his girlfriend both like Chinese food.			"Expressing ""and"" with ""he"""	Noun 1 + 和 + Noun 2	https://resources.allsetlearning.com/chinese/grammar/ASGP0KFF
手机和电脑都很贵。	Shǒujī hé diànnǎo dōu hěn guì.	Cell phones and computers are both expensive.			"Expressing ""and"" with ""he"""	Noun 1 + 和 + Noun 2	https://resources.allsetlearning.com/chinese/grammar/ASGP0KFF
德语和法语都很难吗？	Déyǔ hé Fǎyǔ dōu hěn nán ma?	Are both German and French difficult?			"Expressing ""and"" with ""he"""	Noun 1 + 和 + Noun 2	https://resources.allsetlearning.com/chinese/grammar/ASGP0KFF
今天和明天都可以吗？	Jīntiān hé míngtiān dōu kěyǐ ma?	Are today and tomorrow both OK?			"Expressing ""and"" with ""he"""	Noun 1 + 和 + Noun 2	https://resources.allsetlearning.com/chinese/grammar/ASGP0KFF
Iliketoeatcucumbersandcheese.			"This one is good! ""Cucumbers"" and ""cheese"" are both nouns, so you can use 和 (hé) here."	valid	"Expressing ""and"" with ""he"""	Noun 1 + 和 + Noun 2	https://resources.allsetlearning.com/chinese/grammar/ASGP0KFF
我还是他？	Wǒ háishì tā?	Me or him?			"Offering choices with ""haishi"""	Option A + 还是 + Option B ?	https://resources.allsetlearning.com/chinese/grammar/ASGA8NIB
一个还是两个？	Yī gè háishì liǎng gè?	One or two?			"Offering choices with ""haishi"""	Option A + 还是 + Option B ?	https://resources.allsetlearning.com/chinese/grammar/ASGA8NIB
辣的还是不辣的？	Là de háishì bù là de?	Spicy or non-spicy?			"Offering choices with ""haishi"""	Option A + 还是 + Option B ?	https://resources.allsetlearning.com/chinese/grammar/ASGA8NIB
冰的还是热的？	Bīng de háishì rè de?	Cold or hot?			"Offering choices with ""haishi"""	Option A + 还是 + Option B ?	https://resources.allsetlearning.com/chinese/grammar/ASGA8NIB
上海还是北京？	Shànghǎi háishì Běijīng?	Shanghai or Beijing?	The eternal China expat question! Choose wisely...		"Offering choices with ""haishi"""	Option A + 还是 + Option B ?	https://resources.allsetlearning.com/chinese/grammar/ASGA8NIB
这是水还是酒？	Zhè shì shuǐ  háishì jiǔ?	Is this water or alcohol?			"Offering choices with ""haishi"""	Subj. + Verb + Option A + 还是 + Option B ?	https://resources.allsetlearning.com/chinese/grammar/ASGA8NIB
他是美国人还是英国人？	Tā shì Měiguó rén  háishì Yīngguó rén?	Is he American or British?			"Offering choices with ""haishi"""	Subj. + Verb + Option A + 还是 + Option B ?	https://resources.allsetlearning.com/chinese/grammar/ASGA8NIB
你喜欢我还是我的钱？	Nǐ xǐhuan wǒ  háishì wǒ de qián?	Do you like me or my money?			"Offering choices with ""haishi"""	Subj. + Verb + Option A + 还是 + Option B ?	https://resources.allsetlearning.com/chinese/grammar/ASGA8NIB
你要喝茶还是咖啡？	Nǐ yào hē chá háishì kāfēi?	Do you want  to drink tea or coffee?			"Offering choices with ""haishi"""	Subj. + Verb + Option A + 还是 + Option B ?	https://resources.allsetlearning.com/chinese/grammar/ASGA8NIB
你们想吃中国菜还是法国菜？	Nǐmen xiǎng chī Zhōngguó cài  háishì Fǎguó cài?	Do you want to eat Chinese food or French food?			"Offering choices with ""haishi"""	Subj. + Verb + Option A + 还是 + Option B ?	https://resources.allsetlearning.com/chinese/grammar/ASGA8NIB
我20岁。	Wǒ èrshí suì.	I am 20 years old.			"Age with ""sui"""	Subj. + Number + 岁	https://resources.allsetlearning.com/chinese/grammar/ASGQUKJF
我儿子一岁。	Wǒ érzi yī suì.	My son is one year old.			"Age with ""sui"""	Subj. + Number + 岁	https://resources.allsetlearning.com/chinese/grammar/ASGQUKJF
我妈妈今年45岁。	Wǒ māma jīnnián sìshí-wǔ suì.	My mother is 45 years old this year.			"Age with ""sui"""	Subj. + Number + 岁	https://resources.allsetlearning.com/chinese/grammar/ASGQUKJF
你爷爷今年80岁吗？	Nǐ yéye jīnnián bāshí suì ma？	Is your grandpa eighty years old this year?			"Age with ""sui"""	Subj. + Number + 岁	https://resources.allsetlearning.com/chinese/grammar/ASGQUKJF
他女朋友也20岁吗？	Tā nǚpéngyou yě èrshí suì ma?	Is his girlfriend also twenty years old?			"Age with ""sui"""	Subj. + Number + 岁	https://resources.allsetlearning.com/chinese/grammar/ASGQUKJF
我的孩子一个岁。	Wǒ de háizi yī gè suì.			invalid	"Age with ""sui"""	Subj. + Number + 岁	https://resources.allsetlearning.com/chinese/grammar/ASGQUKJF
我的孩子是一岁。	Wǒ de háizi shì yī suì.			invalid	"Age with ""sui"""	Subj. + Number + 岁	https://resources.allsetlearning.com/chinese/grammar/ASGQUKJF
我的孩子一岁。	Wǒ de háizi yī suì.	My child is one year old.		valid	"Age with ""sui"""	Subj. + Number + 岁	https://resources.allsetlearning.com/chinese/grammar/ASGQUKJF
她两岁半。	Tā liǎng suì bàn.	She is two and a half years old.			"Age with ""sui"""	Subj. + Number + 岁 + 半	https://resources.allsetlearning.com/chinese/grammar/ASGQUKJF
我儿子一岁半。	Wǒ érzi yī suì bàn.	My son is one and a half years old.			"Age with ""sui"""	Subj. + Number + 岁 + 半	https://resources.allsetlearning.com/chinese/grammar/ASGQUKJF
一个人	yī gè rén	one person			"Measure word ""ge"""	Number + 个 + Noun	https://resources.allsetlearning.com/chinese/grammar/ASGI0T9S
四个朋友	sì gè péngyou	four friends			"Measure word ""ge"""	Number + 个 + Noun	https://resources.allsetlearning.com/chinese/grammar/ASGI0T9S
三个苹果手机	sān gè Píngguǒ shǒujī	three iPhones			"Measure word ""ge"""	Number + 个 + Noun	https://resources.allsetlearning.com/chinese/grammar/ASGI0T9S
五个星期	wǔ gè xīngqī	five weeks			"Measure word ""ge"""	Number + 个 + Noun	https://resources.allsetlearning.com/chinese/grammar/ASGI0T9S
六个月	liù gè yuè	six months			"Measure word ""ge"""	Number + 个 + Noun	https://resources.allsetlearning.com/chinese/grammar/ASGI0T9S
两个老婆	liǎng gè  lǎopo	two wives			"Measure word ""ge"""	Number + 个 + Noun	https://resources.allsetlearning.com/chinese/grammar/ASGI0T9S
十个男人，七个傻，八个坏。	Shí gè nánrén, qī gè shǎ, bā gè huài.	Ten men: seven are fools, and eight are bad.	A line from a song		"Measure word ""ge"""	Number + 个 + Noun	https://resources.allsetlearning.com/chinese/grammar/ASGI0T9S
他是个老外。	Tā shì gè lǎowài.	He is a foreigner.			"Measure word ""ge"""	Verb + 个 + Noun	https://resources.allsetlearning.com/chinese/grammar/ASGI0T9S
我有个儿子。	Wǒ yǒu gè érzi.	I have a son.			"Measure word ""ge"""	Verb + 个 + Noun	https://resources.allsetlearning.com/chinese/grammar/ASGI0T9S
她是个好老师。	Tā shì gè hǎo lǎoshī.	She is a good teacher.			"Measure word ""ge"""	Verb + 个 + Noun	https://resources.allsetlearning.com/chinese/grammar/ASGI0T9S
你想吃个包子吗？	Nǐ xiǎng chī gè bāozi ma?	Would you like to eat a stuffed steamed bun?			"Measure word ""ge"""	Verb + 个 + Noun	https://resources.allsetlearning.com/chinese/grammar/ASGI0T9S
老师，我有个问题。	Lǎoshī, wǒ yǒu gè wèntí.	Teacher, I have a question.			"Measure word ""ge"""	Verb + 个 + Noun	https://resources.allsetlearning.com/chinese/grammar/ASGI0T9S
1868年1月18号	Yī-bā-liù-bā nián Yīyuè shíbā hào	January 18, 1868			Structure of dates	x 年 + y 月 + z 号	https://resources.allsetlearning.com/chinese/grammar/ASGT3KF6
1910年8月9号	Yī-jiǔ-yī-líng nián Bāyuè jiǔ hào	August 9, 1910			Structure of dates	x 年 + y 月 + z 号	https://resources.allsetlearning.com/chinese/grammar/ASGT3KF6
2001年7月20日	èr-líng-líng-yī nián Qīyuè èrshí rì	July 20th, 2001			Structure of dates	x 年 + y 月 + z 号	https://resources.allsetlearning.com/chinese/grammar/ASGT3KF6
1月1日是新年。	Yīyuè yī rì shì Xīnnián.	January 1st is New Year's Day.			Structure of dates	x 年 + y 月 + z 号	https://resources.allsetlearning.com/chinese/grammar/ASGT3KF6
12月24日是平安夜。	Shí-èryuè èrshí-sì rì shì Píng'ān Yè.	December 24th is Christmas Eve.			Structure of dates	x 年 + y 月 + z 号	https://resources.allsetlearning.com/chinese/grammar/ASGT3KF6
10月1号我们去上海。	Shíyuè yī hào wǒmen qù Shànghǎi.	We will go to Shanghai on October 1st.			Structure of dates	x 年 + y 月 + z 号	https://resources.allsetlearning.com/chinese/grammar/ASGT3KF6
我1990年7月出生。	Wǒ Yī-jiǔ-jiǔ-líng nián Qīyuè chūshēng.	I was born in July 1990.			Structure of dates	x 年 + y 月 + z 号	https://resources.allsetlearning.com/chinese/grammar/ASGT3KF6
你的生日是11月11号吗？	Nǐ de shēngrì shì Shíyīyuè shíyī hào ma?	Is your birthday November 11th?			Structure of dates	x 年 + y 月 + z 号	https://resources.allsetlearning.com/chinese/grammar/ASGT3KF6
我2006年4月17号认识了他。	Wǒ èr-líng-líng-liù nián Sìyuè shíqī hào rènshi le tā.	I met him on April 17, 2006.			Structure of dates	x 年 + y 月 + z 号	https://resources.allsetlearning.com/chinese/grammar/ASGT3KF6
1980年9月4号我们结婚了。	Yī-jiǔ-bā-líng nián Jiǔyuè sì hào wǒmen jiéhūn le.	We got married on September 4th, 1980.			Structure of dates	x 年 + y 月 + z 号	https://resources.allsetlearning.com/chinese/grammar/ASGT3KF6
今天是星期一吗？	Jīntiān shì Xīngqīyī ma?	Is today Monday?	是 is optional		Structure of days of the week		https://resources.allsetlearning.com/chinese/grammar/ASGVH4Q5
明天星期五，太高兴了。	Míngtiān Xīngqīwǔ, tài gāoxìng le.	Tomorrow is Friday. I'm so happy.	Optional 是 omitted		Structure of days of the week		https://resources.allsetlearning.com/chinese/grammar/ASGVH4Q5
星期三我不在上海。	Xīngqīsān wǒ bù zài Shànghǎi.	I'm not here in Shanghai on Wednesday.			Structure of days of the week		https://resources.allsetlearning.com/chinese/grammar/ASGVH4Q5
星期二早上我很忙。	Xīngqī'èr zǎoshang wǒ hěn máng.	I am busy on Tuesday morning.			Structure of days of the week		https://resources.allsetlearning.com/chinese/grammar/ASGVH4Q5
你星期天要做什么？	Nǐ Xīngqītiān yào zuò shénme?	What are you doing on Sunday?			Structure of days of the week		https://resources.allsetlearning.com/chinese/grammar/ASGVH4Q5
上个星期五我跟他见面了。	Shàng gè Xīngqīwǔ wǒ gēn tā jiànmiàn le.	I met him last Friday.			Structure of days of the week		https://resources.allsetlearning.com/chinese/grammar/ASGVH4Q5
这个星期三晚上你有空吗？	Zhège Xīngqīsān wǎnshang nǐ yǒu kòng ma?	Are you free this Wednesday evening?			Structure of days of the week		https://resources.allsetlearning.com/chinese/grammar/ASGVH4Q5
下个星期四是我的生日。	Xià gè Xīngqīsì shì wǒ de shēngrì.	My birthday is on next Thursday.			Structure of days of the week		https://resources.allsetlearning.com/chinese/grammar/ASGVH4Q5
这个星期五晚上我们要去酒吧。	Zhège Xīngqīwǔ wǎnshang wǒmen yào qù jiǔbā.	We're going to a bar this Friday night.			Structure of days of the week		https://resources.allsetlearning.com/chinese/grammar/ASGVH4Q5
星期六和星期天我们不上班。	Xīngqīliù hé Xīngqītiān wǒmen bù shàngbān.	Saturday and Sunday we don't work.			Structure of days of the week		https://resources.allsetlearning.com/chinese/grammar/ASGVH4Q5
九点	jiǔ diǎn	9 o'clock			Structure of times (basic)	(Date and/or time of day +) x 点	https://resources.allsetlearning.com/chinese/grammar/ASGN6BBU
上午七点	shàngwǔ qī diǎn	7 o'clock a.m.			Structure of times (basic)	(Date and/or time of day +) x 点	https://resources.allsetlearning.com/chinese/grammar/ASGN6BBU
下午四点	xiàwǔ sì diǎn	4 o'clock p.m.			Structure of times (basic)	(Date and/or time of day +) x 点	https://resources.allsetlearning.com/chinese/grammar/ASGN6BBU
中午十二点	zhōngwǔ shí'èr diǎn	12 o'clock noon			Structure of times (basic)	(Date and/or time of day +) x 点	https://resources.allsetlearning.com/chinese/grammar/ASGN6BBU
明天晚上七点	míngtiān wǎnshang qī diǎn	7 o'clock p.m. tomorrow evening			Structure of times (basic)	(Date and/or time of day +) x 点	https://resources.allsetlearning.com/chinese/grammar/ASGN6BBU
9月9号早上六点	jiǔ yuè jiǔ hào zǎoshang liù diǎn	September 9th, 6 o'clock a.m.			Structure of times (basic)	(Date and/or time of day +) x 点	https://resources.allsetlearning.com/chinese/grammar/ASGN6BBU
星期三上午九点	Xīngqīsān shàngwǔ jiǔ diǎn	Wednesday at 9 o'clock a.m.			Structure of times (basic)	(Date and/or time of day +) x 点	https://resources.allsetlearning.com/chinese/grammar/ASGN6BBU
五点半	wǔ diǎn bàn	5:30			Structure of times (basic)	x 点 + 半	https://resources.allsetlearning.com/chinese/grammar/ASGN6BBU
下午两点半	xiàwǔ liǎng diǎn bàn	2:30 p.m.			Structure of times (basic)	x 点 + 半	https://resources.allsetlearning.com/chinese/grammar/ASGN6BBU
星期天上午十点半	Xīngqītiān shàngwǔ shí diǎn bàn	Sunday at 10:30 a.m.			Structure of times (basic)	x 点 + 半	https://resources.allsetlearning.com/chinese/grammar/ASGN6BBU
昨天晚上七点半	zuótiān wǎnshang qī diǎn bàn	7:30 yesterday evening			Structure of times (basic)	x 点 + 半	https://resources.allsetlearning.com/chinese/grammar/ASGN6BBU
今天下午四点半	jīntiān xiàwǔ sì diǎn bàn	4:30 p.m. this afternoon.			Structure of times (basic)	x 点 + 半	https://resources.allsetlearning.com/chinese/grammar/ASGN6BBU
我家很大。	Wǒ jiā hěn dà.	My house is very big.			"Expressing close possession without ""de"""	Pronoun + Noun	https://resources.allsetlearning.com/chinese/grammar/ASGCI0KG
你哥哥很高。	Nǐ gēge hěn gāo.	Your big brother is very tall.			"Expressing close possession without ""de"""	Pronoun + Noun	https://resources.allsetlearning.com/chinese/grammar/ASGCI0KG
这是我女朋友。	Zhè shì wǒ nǚpéngyou.	This is my girlfriend.			"Expressing close possession without ""de"""	Pronoun + Noun	https://resources.allsetlearning.com/chinese/grammar/ASGCI0KG
她妈妈很漂亮。	Tā māma hěn piàoliang.	Her mom is very pretty.			"Expressing close possession without ""de"""	Pronoun + Noun	https://resources.allsetlearning.com/chinese/grammar/ASGCI0KG
我们学校很大。	Wǒmen xuéxiào hěn dà.	Our school is big.			"Expressing close possession without ""de"""	Pronoun + Noun	https://resources.allsetlearning.com/chinese/grammar/ASGCI0KG
他们公司在北京。	Tāmen gōngsī zài Běijīng.	Their company is in Bejing.			"Expressing close possession without ""de"""	Pronoun + Noun	https://resources.allsetlearning.com/chinese/grammar/ASGCI0KG
