<ruby>老板现在没时间。<rt>Lǎobǎn xiànzài méi shíjiān.</rt></ruby>		"- The boss doesn't have time right now.<br>- Negation of ""you"" with ""mei""<br>- 没 + 有 (+ Obj.)"	<a href='https://resources.allsetlearning.com/chinese/grammar/ASGPNV3Q'>src</a>	[sound:allset/mp3/老板现在没时间.mp3]	{}
<ruby>我没工作，我老公也没工作。<rt>Wǒ méi gōngzuò, wǒ lǎogōng yě méi gōngzuò.</rt></ruby>		"- I don't have a job. My husband doesn't have a job either.<br>- Negation of ""you"" with ""mei""<br>- 没 + 有 (+ Obj.)"	<a href='https://resources.allsetlearning.com/chinese/grammar/ASGPNV3Q'>src</a>	[sound:allset/mp3/我没工作我老公也没工作.mp3]	{}
<ruby>你们都认识John吗？<rt>Nǐmen dōu rènshi John ma?</rt></ruby>		"- Do you all know John?<br>- The ""all"" adverb ""dou""<br>- Subj. + 都 + [Verb Phrase]"	<a href='https://resources.allsetlearning.com/chinese/grammar/ASG9YK09'>src</a>	[sound:allset/mp3/你们都认识吗.mp3]	{}
<ruby>他们都在上海。<rt>Tāmen dōu zài Shànghǎi.</rt></ruby>		"- They are all in Shanghai.<br>- The ""all"" adverb ""dou""<br>- Subj. + 都 + [Verb Phrase]"	<a href='https://resources.allsetlearning.com/chinese/grammar/ASG9YK09'>src</a>	[sound:allset/mp3/他们都在上海.mp3]	{}
<ruby>明天我们都可以去。<rt>Míngtiān wǒmen dōu kěyǐ qù.</rt></ruby>		"- Tomorrow we all can go.<br>- The ""all"" adverb ""dou""<br>- Subj. + 都 + [Verb Phrase]"	<a href='https://resources.allsetlearning.com/chinese/grammar/ASG9YK09'>src</a>	[sound:allset/mp3/明天我们都可以去.mp3]	{}
<ruby>你们都用wiki吗？<rt>Nǐmen dōu yòng wiki ma?</rt></ruby>		"- Do you all use the wiki?<br>- The ""all"" adverb ""dou""<br>- Subj. + 都 + [Verb Phrase]"	<a href='https://resources.allsetlearning.com/chinese/grammar/ASG9YK09'>src</a>	[sound:allset/mp3/你们都用吗.mp3]	{}
<ruby>我们都要冰水。<rt>Wǒmen dōu yào bīngshuǐ .</rt></ruby>		"- We all want ice water.<br>- The ""all"" adverb ""dou""<br>- Subj. + 都 + [Verb Phrase]"	<a href='https://resources.allsetlearning.com/chinese/grammar/ASG9YK09'>src</a>	[sound:allset/mp3/我们都要冰水.mp3]	{}
<ruby>我们两个都爱你。<rt>Wǒmen liǎng gè dōu ài nǐ.</rt></ruby>		"- The two of us both love you.<br>- The ""all"" adverb ""dou""<br>- Subj. + 都 + [Verb Phrase]"	<a href='https://resources.allsetlearning.com/chinese/grammar/ASG9YK09'>src</a>	[sound:allset/mp3/我们两个都爱你.mp3]	{}
<ruby>你爸爸和你妈妈都是美国人吗？<rt>Nǐ bàba hé nǐ māma dōu shì Měiguó rén ma?</rt></ruby>		"- Are your father and your mother both Americans?<br>- The ""all"" adverb ""dou""<br>- Subj. + 都 + [Verb Phrase]"	<a href='https://resources.allsetlearning.com/chinese/grammar/ASG9YK09'>src</a>	[sound:allset/mp3/你爸爸和你妈妈都是美国人吗.mp3]	{}
<ruby>我和我太太都不吃肉。<rt>Wǒ hé wǒ tàitai dōu bù chī ròu.</rt></ruby>		"- Neither my wife nor I eat meat.<br>- The ""all"" adverb ""dou""<br>- Subj. + 都 + [Verb Phrase]"	<a href='https://resources.allsetlearning.com/chinese/grammar/ASG9YK09'>src</a>	[sound:allset/mp3/我和我太太都不吃肉.mp3]	{}
<ruby>你们两个都喜欢中国菜吗？<rt>Nǐmen liǎng gè dōu xǐhuan Zhōngguó cài ma?</rt></ruby>		"- Do you both like Chinese food?<br>- The ""all"" adverb ""dou""<br>- Subj. + 都 + [Verb Phrase]"	<a href='https://resources.allsetlearning.com/chinese/grammar/ASG9YK09'>src</a>	[sound:allset/mp3/你们两个都喜欢中国菜吗.mp3]	{}
<ruby>她和她老公都没有工作。<rt>Tā hé tā lǎogōng dōu  méiyǒu gōngzuò.</rt></ruby>		"- Neither she nor her husband has a job.<br>- The ""all"" adverb ""dou""<br>- Subj. + 都 + [Verb Phrase]"	<a href='https://resources.allsetlearning.com/chinese/grammar/ASG9YK09'>src</a>	[sound:allset/mp3/她和她老公都没有工作.mp3]	{}
<ruby>我也喜欢。<rt>Wǒ yě xǐhuan.</rt></ruby>		"- I also like it.<br>- The ""also"" adverb ""ye""<br>- Subj. + 也 + Verb / [Verb Phrase]"	<a href='https://resources.allsetlearning.com/chinese/grammar/ASGG25MD'>src</a>	[sound:allset/mp3/我也喜欢.mp3]	{}
<ruby>我也是学生。<rt>Wǒ yě shì xuésheng.</rt></ruby>		"- I am a student too.<br>- The ""also"" adverb ""ye""<br>- Subj. + 也 + Verb / [Verb Phrase]"	<a href='https://resources.allsetlearning.com/chinese/grammar/ASGG25MD'>src</a>	[sound:allset/mp3/我也是学生.mp3]	{}
<ruby>她也有一个儿子。<rt>Tā yě yǒu yī gè érzi.</rt></ruby>		"- She also has a son.<br>- The ""also"" adverb ""ye""<br>- Subj. + 也 + Verb / [Verb Phrase]"	<a href='https://resources.allsetlearning.com/chinese/grammar/ASGG25MD'>src</a>	[sound:allset/mp3/她也有一个儿子.mp3]	{}
<ruby>他们也是法国人吗？<rt>Tāmen yě shì Fǎguó rén ma?</rt></ruby>		"- Are they also French?<br>- The ""also"" adverb ""ye""<br>- Subj. + 也 + Verb / [Verb Phrase]"	<a href='https://resources.allsetlearning.com/chinese/grammar/ASGG25MD'>src</a>	[sound:allset/mp3/他们也是法国人吗.mp3]	{}
<ruby>我也想学中文。<rt>Wǒ yě xiǎng xué Zhōngwén.</rt></ruby>		"- I also want to study Chinese.<br>- The ""also"" adverb ""ye""<br>- Subj. + 也 + Verb / [Verb Phrase]"	<a href='https://resources.allsetlearning.com/chinese/grammar/ASGG25MD'>src</a>	[sound:allset/mp3/我也想学中文.mp3]	{}
<ruby>他们也会去吗？<rt>Tāmen yě huì qù ma?</rt></ruby>		"- Are they also going?<br>- The ""also"" adverb ""ye""<br>- Subj. + 也 + Verb / [Verb Phrase]"	<a href='https://resources.allsetlearning.com/chinese/grammar/ASGG25MD'>src</a>	[sound:allset/mp3/他们也会去吗.mp3]	{}
<ruby>我妈妈也喜欢吃饺子。<rt>Wǒ māma yě xǐhuan chī jiǎozi.</rt></ruby>		"- My mother likes to eat boiled dumplings too.<br>- The ""also"" adverb ""ye""<br>- Subj. + 也 + Verb / [Verb Phrase]"	<a href='https://resources.allsetlearning.com/chinese/grammar/ASGG25MD'>src</a>	[sound:allset/mp3/我妈妈也喜欢吃饺子.mp3]	{}
<ruby>孩子也可以喝酒吗？<rt>Háizi yě  kěyǐ hējiǔ ma?</rt></ruby>		"- Can kids drink alcohol too?<br>- The ""also"" adverb ""ye""<br>- Subj. + 也 + Verb / [Verb Phrase]"	<a href='https://resources.allsetlearning.com/chinese/grammar/ASGG25MD'>src</a>	[sound:allset/mp3/孩子也可以喝酒吗.mp3]	{}
<ruby>你也想来我家吗？<rt>Nǐ yě  xiǎng lái wǒ jiā ma?</rt></ruby>		"- Do you want to come to my house too?<br>- The ""also"" adverb ""ye""<br>- Subj. + 也 + Verb / [Verb Phrase]"	<a href='https://resources.allsetlearning.com/chinese/grammar/ASGG25MD'>src</a>	[sound:allset/mp3/你也想来我家吗.mp3]	{}
<ruby>她也觉得这个老师不好。<rt>Tā yě juéde zhège lǎoshī bù hǎo.</rt></ruby>		"- She also thinks this teacher isn't good.<br>- The ""also"" adverb ""ye""<br>- Subj. + 也 + Verb / [Verb Phrase]"	<a href='https://resources.allsetlearning.com/chinese/grammar/ASGG25MD'>src</a>	[sound:allset/mp3/她也觉得这个老师不好.mp3]	{}
<ruby>我也不喜欢。<rt>Wǒ yě bù xǐhuan.</rt></ruby>		"- I don't like it either.<br>- The ""also"" adverb ""ye""<br>- Subj. + 也 + Verb / [Verb Phrase]"	<a href='https://resources.allsetlearning.com/chinese/grammar/ASGG25MD'>src</a>	[sound:allset/mp3/我也不喜欢.mp3]	{}
<ruby>我也不知道。<rt>Wǒ yě bù zhīdào.</rt></ruby>		"- I don't know either.<br>- The ""also"" adverb ""ye""<br>- Subj. + 也 + Verb / [Verb Phrase]"	<a href='https://resources.allsetlearning.com/chinese/grammar/ASGG25MD'>src</a>	[sound:allset/mp3/我也不知道.mp3]	{}
<ruby>他也没有。<rt>Tā yě méiyǒu.</rt></ruby>		"- He doesn't have it either.<br>- The ""also"" adverb ""ye""<br>- Subj. + 也 + Verb / [Verb Phrase]"	<a href='https://resources.allsetlearning.com/chinese/grammar/ASGG25MD'>src</a>	[sound:allset/mp3/他也没有.mp3]	{}
<ruby>你也不想来我家吗？<rt>Nǐ yě bù xiǎng lái wǒ jiā ma?</rt></ruby>		"- You don't want to come to my house either?<br>- The ""also"" adverb ""ye""<br>- Subj. + 也 + Verb / [Verb Phrase]"	<a href='https://resources.allsetlearning.com/chinese/grammar/ASGG25MD'>src</a>	[sound:allset/mp3/你也不想来我家吗.mp3]	{}
<ruby>你也很高。<rt>Nǐ yě hěn gāo.</rt></ruby>		"- You are also tall.<br>- The ""also"" adverb ""ye""<br>- Subj. + 也 (+ Adv.) + Adj."	<a href='https://resources.allsetlearning.com/chinese/grammar/ASGG25MD'>src</a>	[sound:allset/mp3/你也很高.mp3]	{}
<ruby>他也很胖。<rt>Tā yě hěn  pàng.</rt></ruby>		"- He is also fat.<br>- The ""also"" adverb ""ye""<br>- Subj. + 也 (+ Adv.) + Adj."	<a href='https://resources.allsetlearning.com/chinese/grammar/ASGG25MD'>src</a>	[sound:allset/mp3/他也很胖.mp3]	{}
<ruby>我爸爸也很帅。<rt>Wǒ bàba yě hěn  shuài.</rt></ruby>		"- My dad is also handsome.<br>- The ""also"" adverb ""ye""<br>- Subj. + 也 (+ Adv.) + Adj."	<a href='https://resources.allsetlearning.com/chinese/grammar/ASGG25MD'>src</a>	[sound:allset/mp3/我爸爸也很帅.mp3]	{}
<ruby>湖南菜也很辣。<rt>Húnán cài yě hěn là.</rt></ruby>		"- Hunan food is very spicy too.<br>- The ""also"" adverb ""ye""<br>- Subj. + 也 (+ Adv.) + Adj."	<a href='https://resources.allsetlearning.com/chinese/grammar/ASGG25MD'>src</a>	[sound:allset/mp3/湖南菜也很辣.mp3]	{}
<ruby>这种酒也很好喝。<rt>Zhè zhǒng jiǔ yě hěn hǎohē.</rt></ruby>		"- This kind of alcohol is also good.<br>- The ""also"" adverb ""ye""<br>- Subj. + 也 (+ Adv.) + Adj."	<a href='https://resources.allsetlearning.com/chinese/grammar/ASGG25MD'>src</a>	[sound:allset/mp3/这种酒也很好喝.mp3]	{}
<ruby>这个地方也很漂亮。<rt>Zhège dìfang yě hěn piàoliang.</rt></ruby>		"- This place is also pretty.<br>- The ""also"" adverb ""ye""<br>- Subj. + 也 (+ Adv.) + Adj."	<a href='https://resources.allsetlearning.com/chinese/grammar/ASGG25MD'>src</a>	[sound:allset/mp3/这个地方也很漂亮.mp3]	{}
<ruby>昨天很冷，今天也很冷。<rt>Zuótiān hěn lěng, jīntiān yě hěn lěng.</rt></ruby>		"- Yesterday was cold, and today is also cold.<br>- The ""also"" adverb ""ye""<br>- Subj. + 也 (+ Adv.) + Adj."	<a href='https://resources.allsetlearning.com/chinese/grammar/ASGG25MD'>src</a>	[sound:allset/mp3/昨天很冷今天也很冷.mp3]	{}
<ruby>他生气了？我也很生气！<rt>Tā shēngqì le?  Wǒ yě hěn shēngqì!</rt></ruby>		"- He got angry? I'm also angry!<br>- The ""also"" adverb ""ye""<br>- Subj. + 也 (+ Adv.) + Adj."	<a href='https://resources.allsetlearning.com/chinese/grammar/ASGG25MD'>src</a>	[sound:allset/mp3/他生气了我也很生气.mp3]	{}
<ruby>这个问题也很麻烦。<rt>Zhège wèntí yě hěn máfan.</rt></ruby>		"- This problem is also very troublesome.<br>- The ""also"" adverb ""ye""<br>- Subj. + 也 (+ Adv.) + Adj."	<a href='https://resources.allsetlearning.com/chinese/grammar/ASGG25MD'>src</a>	[sound:allset/mp3/这个问题也很麻烦.mp3]	{}
<ruby>我觉得这个餐厅也很好。<rt>Wǒ juéde zhège cāntīng yě hěn hǎo.</rt></ruby>		"- I think that this restaurant is also good.<br>- The ""also"" adverb ""ye""<br>- Subj. + 也 (+ Adv.) + Adj."	<a href='https://resources.allsetlearning.com/chinese/grammar/ASGG25MD'>src</a>	[sound:allset/mp3/我觉得这个餐厅也很好.mp3]	{}
<ruby>我也是。<rt>Wǒ yě shì.</rt></ruby>		"- I am too. / Me too.<br>- The 是 fills in for whatever was just said.<br>- The ""also"" adverb ""ye""<br>- Subj. + 也 (+ Adv.) + Adj."	<a href='https://resources.allsetlearning.com/chinese/grammar/ASGG25MD'>src</a>	[sound:allset/mp3/我也是.mp3]	{}
<ruby>A:我是美国人。 B:我也是。<rt>Wǒ shì Měiguó rén. Wǒ yě shì.</rt></ruby>		"- I am an American. Me too. / I am too.<br>- The ""also"" adverb ""ye""<br>- Subj. + 也 (+ Adv.) + Adj."	<a href='https://resources.allsetlearning.com/chinese/grammar/ASGG25MD'>src</a>	[sound:allset/mp3/我是美国人我也是.mp3]	{}
<ruby>A:我喜欢看书。 B:我也喜欢。<rt>Wǒ xǐhuan kàn shū. Wǒ yě xǐhuan.</rt></ruby>		"- I like to read. Me too. / So do I.<br>- The ""also"" adverb ""ye""<br>- Subj. + 也 (+ Adv.) + Adj."	<a href='https://resources.allsetlearning.com/chinese/grammar/ASGG25MD'>src</a>	[sound:allset/mp3/我喜欢看书我也喜欢.mp3]	{}
<ruby>你和我<rt>nǐ hé wǒ</rt></ruby>		"- you and I<br>- Expressing ""and"" with ""he""<br>- Noun 1 + 和 + Noun 2"	<a href='https://resources.allsetlearning.com/chinese/grammar/ASGP0KFF'>src</a>	[sound:allset/mp3/你和我.mp3]	{}
<ruby>老板喜欢咖啡和茶。<rt>Lǎobǎn xǐhuan kāfēi hé chá.</rt></ruby>		"- The boss likes coffee and tea.<br>- Expressing ""and"" with ""he""<br>- Noun 1 + 和 + Noun 2"	<a href='https://resources.allsetlearning.com/chinese/grammar/ASGP0KFF'>src</a>	[sound:allset/mp3/老板喜欢咖啡和茶.mp3]	{}
<ruby>我的爷爷和奶奶都70岁。<rt>Wǒ de yéye hé  nǎinai dōu qīshí suì.</rt></ruby>		"- My grandpa and grandma are both 70 years old.<br>- Expressing ""and"" with ""he""<br>- Noun 1 + 和 + Noun 2"	<a href='https://resources.allsetlearning.com/chinese/grammar/ASGP0KFF'>src</a>	[sound:allset/mp3/我的爷爷和奶奶都岁.mp3]	{}
<ruby>他和他女朋友都喜欢中国菜。<rt>Tā  hé tā nǚpéngyou dōu xǐhuan Zhōngguó cài.</rt></ruby>		"- He and his girlfriend both like Chinese food.<br>- Expressing ""and"" with ""he""<br>- Noun 1 + 和 + Noun 2"	<a href='https://resources.allsetlearning.com/chinese/grammar/ASGP0KFF'>src</a>	[sound:allset/mp3/他和他女朋友都喜欢中国菜.mp3]	{}
<ruby>手机和电脑都很贵。<rt>Shǒujī hé diànnǎo dōu hěn guì.</rt></ruby>		"- Cell phones and computers are both expensive.<br>- Expressing ""and"" with ""he""<br>- Noun 1 + 和 + Noun 2"	<a href='https://resources.allsetlearning.com/chinese/grammar/ASGP0KFF'>src</a>	[sound:allset/mp3/手机和电脑都很贵.mp3]	{}
<ruby>德语和法语都很难吗？<rt>Déyǔ hé Fǎyǔ dōu hěn nán ma?</rt></ruby>		"- Are both German and French difficult?<br>- Expressing ""and"" with ""he""<br>- Noun 1 + 和 + Noun 2"	<a href='https://resources.allsetlearning.com/chinese/grammar/ASGP0KFF'>src</a>	[sound:allset/mp3/德语和法语都很难吗.mp3]	{}
<ruby>今天和明天都可以吗？<rt>Jīntiān hé míngtiān dōu kěyǐ ma?</rt></ruby>		"- Are today and tomorrow both OK?<br>- Expressing ""and"" with ""he""<br>- Noun 1 + 和 + Noun 2"	<a href='https://resources.allsetlearning.com/chinese/grammar/ASGP0KFF'>src</a>	[sound:allset/mp3/今天和明天都可以吗.mp3]	{}
<ruby>我还是他？<rt>Wǒ háishì tā?</rt></ruby>		"- Me or him?<br>- Offering choices with ""haishi""<br>- Option A + 还是 + Option B ?"	<a href='https://resources.allsetlearning.com/chinese/grammar/ASGA8NIB'>src</a>	[sound:allset/mp3/我还是他.mp3]	{}
<ruby>一个还是两个？<rt>Yī gè háishì liǎng gè?</rt></ruby>		"- One or two?<br>- Offering choices with ""haishi""<br>- Option A + 还是 + Option B ?"	<a href='https://resources.allsetlearning.com/chinese/grammar/ASGA8NIB'>src</a>	[sound:allset/mp3/一个还是两个.mp3]	{}
<ruby>辣的还是不辣的？<rt>Là de háishì bù là de?</rt></ruby>		"- Spicy or non-spicy?<br>- Offering choices with ""haishi""<br>- Option A + 还是 + Option B ?"	<a href='https://resources.allsetlearning.com/chinese/grammar/ASGA8NIB'>src</a>	[sound:allset/mp3/辣的还是不辣的.mp3]	{}
<ruby>冰的还是热的？<rt>Bīng de háishì rè de?</rt></ruby>		"- Cold or hot?<br>- Offering choices with ""haishi""<br>- Option A + 还是 + Option B ?"	<a href='https://resources.allsetlearning.com/chinese/grammar/ASGA8NIB'>src</a>	[sound:allset/mp3/冰的还是热的.mp3]	{}
<ruby>上海还是北京？<rt>Shànghǎi háishì Běijīng?</rt></ruby>		"- Shanghai or Beijing?<br>- The eternal China expat question! Choose wisely...<br>- Offering choices with ""haishi""<br>- Option A + 还是 + Option B ?"	<a href='https://resources.allsetlearning.com/chinese/grammar/ASGA8NIB'>src</a>	[sound:allset/mp3/上海还是北京.mp3]	{}
<ruby>这是水还是酒？<rt>Zhè shì shuǐ  háishì jiǔ?</rt></ruby>		"- Is this water or alcohol?<br>- Offering choices with ""haishi""<br>- Subj. + Verb + Option A + 还是 + Option B ?"	<a href='https://resources.allsetlearning.com/chinese/grammar/ASGA8NIB'>src</a>	[sound:allset/mp3/这是水还是酒.mp3]	{}
<ruby>他是美国人还是英国人？<rt>Tā shì Měiguó rén  háishì Yīngguó rén?</rt></ruby>		"- Is he American or British?<br>- Offering choices with ""haishi""<br>- Subj. + Verb + Option A + 还是 + Option B ?"	<a href='https://resources.allsetlearning.com/chinese/grammar/ASGA8NIB'>src</a>	[sound:allset/mp3/他是美国人还是英国人.mp3]	{}
<ruby>你喜欢我还是我的钱？<rt>Nǐ xǐhuan wǒ  háishì wǒ de qián?</rt></ruby>		"- Do you like me or my money?<br>- Offering choices with ""haishi""<br>- Subj. + Verb + Option A + 还是 + Option B ?"	<a href='https://resources.allsetlearning.com/chinese/grammar/ASGA8NIB'>src</a>	[sound:allset/mp3/你喜欢我还是我的钱.mp3]	{}
<ruby>你要喝茶还是咖啡？<rt>Nǐ yào hē chá háishì kāfēi?</rt></ruby>		"- Do you want  to drink tea or coffee?<br>- Offering choices with ""haishi""<br>- Subj. + Verb + Option A + 还是 + Option B ?"	<a href='https://resources.allsetlearning.com/chinese/grammar/ASGA8NIB'>src</a>	[sound:allset/mp3/你要喝茶还是咖啡.mp3]	{}
<ruby>你们想吃中国菜还是法国菜？<rt>Nǐmen xiǎng chī Zhōngguó cài  háishì Fǎguó cài?</rt></ruby>		"- Do you want to eat Chinese food or French food?<br>- Offering choices with ""haishi""<br>- Subj. + Verb + Option A + 还是 + Option B ?"	<a href='https://resources.allsetlearning.com/chinese/grammar/ASGA8NIB'>src</a>	[sound:allset/mp3/你们想吃中国菜还是法国菜.mp3]	{}
<ruby>我20岁。<rt>Wǒ èrshí suì.</rt></ruby>		"- I am 20 years old.<br>- Age with ""sui""<br>- Subj. + Number + 岁"	<a href='https://resources.allsetlearning.com/chinese/grammar/ASGQUKJF'>src</a>	[sound:allset/mp3/我岁.mp3]	{}
<ruby>我儿子一岁。<rt>Wǒ érzi yī suì.</rt></ruby>		"- My son is one year old.<br>- Age with ""sui""<br>- Subj. + Number + 岁"	<a href='https://resources.allsetlearning.com/chinese/grammar/ASGQUKJF'>src</a>	[sound:allset/mp3/我儿子一岁.mp3]	{}
<ruby>我妈妈今年45岁。<rt>Wǒ māma jīnnián sìshí-wǔ suì.</rt></ruby>		"- My mother is 45 years old this year.<br>- Age with ""sui""<br>- Subj. + Number + 岁"	<a href='https://resources.allsetlearning.com/chinese/grammar/ASGQUKJF'>src</a>	[sound:allset/mp3/我妈妈今年岁.mp3]	{}
<ruby>你爷爷今年80岁吗？<rt>Nǐ yéye jīnnián bāshí suì ma？</rt></ruby>		"- Is your grandpa eighty years old this year?<br>- Age with ""sui""<br>- Subj. + Number + 岁"	<a href='https://resources.allsetlearning.com/chinese/grammar/ASGQUKJF'>src</a>	[sound:allset/mp3/你爷爷今年岁吗.mp3]	{}
<ruby>他女朋友也20岁吗？<rt>Tā nǚpéngyou yě èrshí suì ma?</rt></ruby>		"- Is his girlfriend also twenty years old?<br>- Age with ""sui""<br>- Subj. + Number + 岁"	<a href='https://resources.allsetlearning.com/chinese/grammar/ASGQUKJF'>src</a>	[sound:allset/mp3/他女朋友也岁吗.mp3]	{}
<ruby>我的孩子一岁。<rt>Wǒ de háizi yī suì.</rt></ruby>		"- My child is one year old.<br>- Age with ""sui""<br>- Subj. + Number + 岁"	<a href='https://resources.allsetlearning.com/chinese/grammar/ASGQUKJF'>src</a>	[sound:allset/mp3/我的孩子一岁.mp3]	{}
<ruby>她两岁半。<rt>Tā liǎng suì bàn.</rt></ruby>		"- She is two and a half years old.<br>- Age with ""sui""<br>- Subj. + Number + 岁 + 半"	<a href='https://resources.allsetlearning.com/chinese/grammar/ASGQUKJF'>src</a>	[sound:allset/mp3/她两岁半.mp3]	{}
<ruby>我儿子一岁半。<rt>Wǒ érzi yī suì bàn.</rt></ruby>		"- My son is one and a half years old.<br>- Age with ""sui""<br>- Subj. + Number + 岁 + 半"	<a href='https://resources.allsetlearning.com/chinese/grammar/ASGQUKJF'>src</a>	[sound:allset/mp3/我儿子一岁半.mp3]	{}
<ruby>一个人<rt>yī gè rén</rt></ruby>		"- one person<br>- Measure word ""ge""<br>- Number + 个 + Noun"	<a href='https://resources.allsetlearning.com/chinese/grammar/ASGI0T9S'>src</a>	[sound:allset/mp3/一个人.mp3]	{}
<ruby>四个朋友<rt>sì gè péngyou</rt></ruby>		"- four friends<br>- Measure word ""ge""<br>- Number + 个 + Noun"	<a href='https://resources.allsetlearning.com/chinese/grammar/ASGI0T9S'>src</a>	[sound:allset/mp3/四个朋友.mp3]	{}
<ruby>三个苹果手机<rt>sān gè Píngguǒ shǒujī</rt></ruby>		"- three iPhones<br>- Measure word ""ge""<br>- Number + 个 + Noun"	<a href='https://resources.allsetlearning.com/chinese/grammar/ASGI0T9S'>src</a>	[sound:allset/mp3/三个苹果手机.mp3]	{}
<ruby>五个星期<rt>wǔ gè xīngqī</rt></ruby>		"- five weeks<br>- Measure word ""ge""<br>- Number + 个 + Noun"	<a href='https://resources.allsetlearning.com/chinese/grammar/ASGI0T9S'>src</a>	[sound:allset/mp3/五个星期.mp3]	{}
